situation,relationship,personA,personB,state,response_text,parsed
Gitarre,entfernte Kollegin,Katharina,Sophie,3,Es war okay.,okay
Gitarre,entfernte Kollegin,Miriam,Katharina,3,Es war okay.,okay
Gitarre,entfernte Kollegin,Luisa,Anna,3,Es war okay.,okay
Gitarre,entfernte Kollegin,Anna,Luisa,3,Es war okay.,okay
Gitarre,entfernte Kollegin,Katharina,Sophie,3,Es war okay.,okay
Gitarre,entfernte Kollegin,Miriam,Sophie,3,Es war okay.,okay
Gitarre,entfernte Kollegin,Luisa,Miriam,3,Es war okay.,okay
Gitarre,entfernte Kollegin,Luisa,Anna,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Katharina,Sophie,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Anna,Katharina,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Sophie,Anna,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Miriam,Anna,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Luisa,Sophie,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Miriam,Katharina,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Miriam,Katharina,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Anna,Miriam,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Katharina,Luisa,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Luisa,Sophie,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Anna,Katharina,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Katharina,Miriam,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Luisa,Miriam,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Sophie,Katharina,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Katharina,Anna,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Luisa,Sophie,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Katharina,Miriam,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Katharina,Luisa,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Miriam,Sophie,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Miriam,Sophie,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Sophie,Katharina,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Anna,Luisa,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Katharina,Luisa,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Miriam,Katharina,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Katharina,Anna,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Katharina,Miriam,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Miriam,Luisa,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Katharina,Anna,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Katharina,Anna,4,Es war gut.,gut
Gitarre,entfernte Kollegin,Anna,Luisa,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Katharina,Miriam,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Anna,Katharina,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Katharina,Anna,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Katharina,Miriam,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Sophie,Anna,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Anna,Luisa,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Sophie,Miriam,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Anna,Luisa,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Sophie,Luisa,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Miriam,Sophie,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Anna,Katharina,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Sophie,Anna,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Anna,Miriam,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Katharina,Miriam,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Katharina,Miriam,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Sophie,Anna,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Luisa,Miriam,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Anna,Miriam,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Luisa,Katharina,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Katharina,Miriam,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Katharina,Luisa,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Sophie,Miriam,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Katharina,Miriam,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Anna,Luisa,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Sophie,Katharina,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Miriam,Sophie,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Miriam,Luisa,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Sophie,Luisa,5,Es war großartig.,großartig
Gitarre,entfernte Kollegin,Sophie,Miriam,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Luisa,Katharina,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Anna,Luisa,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Luisa,Sophie,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Luisa,Katharina,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Miriam,Katharina,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Miriam,Anna,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Anna,Katharina,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Sophie,Katharina,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Sophie,Miriam,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Miriam,Luisa,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Luisa,Sophie,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Anna,Sophie,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Luisa,Anna,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Luisa,Anna,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Katharina,Miriam,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Anna,Katharina,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Anna,Katharina,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Sophie,Katharina,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Katharina,Luisa,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Sophie,Miriam,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Sophie,Luisa,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Anna,Luisa,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Sophie,Miriam,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Miriam,Katharina,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Luisa,Miriam,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Luisa,Anna,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Miriam,Sophie,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Anna,Sophie,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Miriam,Luisa,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Miriam,Luisa,1,Es war schrecklich.,schrecklich
Gitarre,lockere Chefin,Luisa,Katharina,2,Es war okay.,okay
Gitarre,lockere Chefin,Luisa,Sophie,2,Es war okay.,okay
Gitarre,lockere Chefin,Katharina,Luisa,2,Es war okay.,okay
Gitarre,lockere Chefin,Katharina,Miriam,2,Es war okay.,okay
Gitarre,lockere Chefin,Sophie,Miriam,2,Es war okay.,okay
Gitarre,lockere Chefin,Sophie,Luisa,2,Es war schlecht.,schlecht
Gitarre,lockere Chefin,Katharina,Luisa,2,Es war schlecht.,schlecht
Gitarre,lockere Chefin,Luisa,Anna,2,Es war schlecht.,schlecht
Gitarre,lockere Chefin,Sophie,Luisa,2,Es war okay.,okay
Gitarre,lockere Chefin,Katharina,Anna,2,Es war schlecht,schlecht
Gitarre,lockere Chefin,Miriam,Luisa,2,Es war okay.,okay
Gitarre,lockere Chefin,Sophie,Katharina,2,Es war okay.,okay
Gitarre,lockere Chefin,Sophie,Luisa,2,Es war schlecht,schlecht
Gitarre,lockere Chefin,Luisa,Miriam,2,Es war schlecht,schlecht
Gitarre,lockere Chefin,Anna,Sophie,2,Es war okay.,okay
Gitarre,lockere Chefin,Luisa,Anna,2,Es war schlecht.,schlecht
Gitarre,lockere Chefin,Katharina,Luisa,2,Es war schlecht,schlecht
Gitarre,lockere Chefin,Luisa,Katharina,2,Es war okay.,okay
Gitarre,lockere Chefin,Luisa,Sophie,2,Es war schlecht.,schlecht
Gitarre,lockere Chefin,Miriam,Katharina,2,Es war okay.,okay
Gitarre,lockere Chefin,Luisa,Katharina,2,Es war schlecht,schlecht
Gitarre,lockere Chefin,Luisa,Sophie,2,Es war schlecht.,schlecht
Gitarre,lockere Chefin,Luisa,Miriam,2,Es war schlecht.,schlecht
Gitarre,lockere Chefin,Miriam,Anna,2,Es war okay.,okay
Gitarre,lockere Chefin,Luisa,Miriam,2,Es war schlecht,schlecht
Gitarre,lockere Chefin,Miriam,Anna,2,Es war schlecht.,schlecht
Gitarre,lockere Chefin,Miriam,Anna,2,Es war okay.,okay
Gitarre,lockere Chefin,Anna,Katharina,2,Es war okay.,okay
Gitarre,lockere Chefin,Katharina,Sophie,2,Es war okay.,okay
Gitarre,lockere Chefin,Luisa,Anna,2,Es war schlecht.,schlecht
Gitarre,lockere Chefin,Sophie,Miriam,3,Es war okay.,okay
Gitarre,lockere Chefin,Anna,Katharina,3,Es war okay.,okay
Gitarre,lockere Chefin,Luisa,Anna,3,Es war okay.,okay
Gitarre,lockere Chefin,Katharina,Sophie,3,Es war okay.,okay
Gitarre,lockere Chefin,Anna,Sophie,3,Es war okay.,okay
Gitarre,lockere Chefin,Katharina,Luisa,3,Es war okay.,okay
Gitarre,lockere Chefin,Luisa,Anna,3,Es war okay.,okay
Gitarre,lockere Chefin,Anna,Katharina,3,Es war okay.,okay
Gitarre,lockere Chefin,Katharina,Miriam,3,Es war okay.,okay
Gitarre,lockere Chefin,Sophie,Luisa,3,Es war okay.,okay
Gitarre,lockere Chefin,Miriam,Katharina,3,Es war okay.,okay
Gitarre,lockere Chefin,Sophie,Luisa,3,Es war okay.,okay
Gitarre,lockere Chefin,Sophie,Katharina,3,Es war okay.,okay
Gitarre,lockere Chefin,Luisa,Katharina,3,Es war okay.,okay
Gitarre,lockere Chefin,Miriam,Anna,3,Es war okay.,okay
Gitarre,lockere Chefin,Anna,Luisa,3,Es war okay.,okay
Gitarre,lockere Chefin,Luisa,Miriam,3,Es war okay.,okay
Gitarre,lockere Chefin,Katharina,Miriam,3,Es war okay.,okay
Gitarre,lockere Chefin,Miriam,Katharina,3,Es war okay.,okay
Gitarre,lockere Chefin,Sophie,Luisa,3,Es war okay.,okay
Gitarre,lockere Chefin,Miriam,Luisa,3,Es war okay.,okay
Gitarre,lockere Chefin,Katharina,Anna,3,Es war okay.,okay
Gitarre,lockere Chefin,Sophie,Anna,3,Es war okay.,okay
Gitarre,lockere Chefin,Miriam,Anna,3,Es war okay.,okay
Gitarre,lockere Chefin,Luisa,Sophie,3,Es war okay.,okay
Gitarre,lockere Chefin,Anna,Katharina,3,Es war okay.,okay
Gitarre,lockere Chefin,Miriam,Sophie,3,Es war okay.,okay
Gitarre,lockere Chefin,Katharina,Anna,3,Es war okay.,okay
Gitarre,lockere Chefin,Katharina,Sophie,3,Es war okay.,okay
Gitarre,lockere Chefin,Sophie,Katharina,3,Es war okay.,okay
Gitarre,lockere Chefin,Luisa,Sophie,4,Es war gut.,gut
Gitarre,lockere Chefin,Miriam,Anna,4,Es war gut.,gut
Gitarre,lockere Chefin,Luisa,Anna,4,Es war gut.,gut
Gitarre,lockere Chefin,Sophie,Miriam,4,Es war gut.,gut
Gitarre,lockere Chefin,Anna,Katharina,4,Es war gut.,gut
Gitarre,lockere Chefin,Miriam,Katharina,4,Es war gut.,gut
Gitarre,lockere Chefin,Sophie,Katharina,4,Es war gut.,gut
Gitarre,lockere Chefin,Luisa,Miriam,4,Es war gut.,gut
Gitarre,lockere Chefin,Anna,Sophie,4,Es war gut.,gut
Gitarre,lockere Chefin,Anna,Miriam,4,Es war gut.,gut
Gitarre,lockere Chefin,Anna,Sophie,4,Es war gut.,gut
Gitarre,lockere Chefin,Miriam,Sophie,4,Es war gut.,gut
Gitarre,lockere Chefin,Miriam,Anna,4,Es war gut.,gut
Gitarre,lockere Chefin,Sophie,Miriam,4,Es war gut.,gut
Gitarre,lockere Chefin,Miriam,Katharina,4,Es war gut.,gut
Gitarre,lockere Chefin,Miriam,Sophie,4,Es war gut.,gut
Gitarre,lockere Chefin,Katharina,Miriam,4,Es war gut.,gut
Gitarre,lockere Chefin,Sophie,Luisa,4,Es war gut.,gut
Gitarre,lockere Chefin,Miriam,Katharina,4,Es war gut.,gut
Gitarre,lockere Chefin,Katharina,Miriam,4,Es war gut.,gut
Gitarre,lockere Chefin,Anna,Miriam,4,Es war gut.,gut
Gitarre,lockere Chefin,Anna,Miriam,4,Es war gut.,gut
Gitarre,lockere Chefin,Luisa,Anna,4,Es war gut.,gut
Gitarre,lockere Chefin,Luisa,Katharina,4,Es war gut.,gut
Gitarre,lockere Chefin,Sophie,Katharina,4,Es war gut.,gut
Gitarre,lockere Chefin,Katharina,Luisa,4,Es war gut.,gut
Gitarre,lockere Chefin,Miriam,Luisa,4,Es war gut.,gut
Gitarre,lockere Chefin,Miriam,Sophie,4,Es war gut.,gut
Gitarre,lockere Chefin,Anna,Sophie,4,Es war gut.,gut
Gitarre,lockere Chefin,Katharina,Miriam,4,Es war gut.,gut
Gitarre,lockere Chefin,Katharina,Miriam,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Sophie,Miriam,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Sophie,Katharina,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Anna,Sophie,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Katharina,Luisa,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Katharina,Anna,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Miriam,Anna,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Luisa,Sophie,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Luisa,Miriam,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Miriam,Luisa,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Miriam,Luisa,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Miriam,Katharina,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Luisa,Sophie,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Sophie,Miriam,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Sophie,Katharina,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Sophie,Luisa,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Katharina,Luisa,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Luisa,Anna,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Miriam,Sophie,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Sophie,Luisa,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Katharina,Sophie,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Anna,Katharina,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Anna,Luisa,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Katharina,Sophie,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Katharina,Luisa,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Anna,Luisa,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Sophie,Anna,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Sophie,Miriam,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Luisa,Katharina,5,Es war großartig.,großartig
Gitarre,lockere Chefin,Anna,Miriam,5,Es war großartig.,großartig
Gitarre,gefürchtete Chefin,Anna,Luisa,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Sophie,Miriam,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Luisa,Katharina,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Miriam,Sophie,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Luisa,Anna,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Miriam,Anna,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Sophie,Miriam,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Miriam,Katharina,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Luisa,Anna,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Katharina,Sophie,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Luisa,Katharina,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Katharina,Sophie,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Katharina,Anna,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Katharina,Luisa,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Sophie,Luisa,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Sophie,Katharina,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Anna,Miriam,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Anna,Luisa,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Katharina,Anna,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Katharina,Anna,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Katharina,Luisa,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Miriam,Anna,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Sophie,Miriam,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Anna,Luisa,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Miriam,Sophie,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Katharina,Luisa,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Miriam,Luisa,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Miriam,Anna,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Anna,Miriam,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Miriam,Anna,1,Es war schrecklich.,schrecklich
Gitarre,gefürchtete Chefin,Katharina,Anna,2,Es war schlecht.,schlecht
Gitarre,gefürchtete Chefin,Katharina,Miriam,2,Es war schlecht,schlecht
Gitarre,gefürchtete Chefin,Luisa,Anna,2,Es war schlecht,schlecht
Gitarre,gefürchtete Chefin,Sophie,Katharina,2,Es war schlecht.,schlecht
Gitarre,gefürchtete Chefin,Anna,Miriam,2,Es war okay.,okay
Gitarre,gefürchtete Chefin,Miriam,Luisa,2,Es war schlecht,schlecht
Gitarre,gefürchtete Chefin,Sophie,Miriam,2,Es war schlecht,schlecht
Gitarre,gefürchtete Chefin,Luisa,Miriam,2,Es war schlecht,schlecht
Gitarre,gefürchtete Chefin,Anna,Miriam,2,Es war schlecht.,schlecht
Gitarre,gefürchtete Chefin,Sophie,Luisa,2,Es war schlecht.,schlecht
Gitarre,gefürchtete Chefin,Miriam,Sophie,2,Es war schlecht.,schlecht
Gitarre,gefürchtete Chefin,Luisa,Katharina,2,Es war schlecht,schlecht
Gitarre,gefürchtete Chefin,Miriam,Anna,2,Es war schlecht,schlecht
Gitarre,gefürchtete Chefin,Miriam,Sophie,2,Es war schlecht.,schlecht
Gitarre,gefürchtete Chefin,Anna,Luisa,2,Es war schlecht,schlecht
Gitarre,gefürchtete Chefin,Sophie,Anna,2,Es war schlecht.,schlecht
Gitarre,gefürchtete Chefin,Katharina,Anna,2,Es war schlecht,schlecht
Gitarre,gefürchtete Chefin,Katharina,Luisa,2,Es war schlecht.,schlecht
Gitarre,gefürchtete Chefin,Luisa,Miriam,2,Es war schlecht.,schlecht
Gitarre,gefürchtete Chefin,Katharina,Luisa,2,Es war schlecht,schlecht
Gitarre,gefürchtete Chefin,Anna,Katharina,2,Es war schlecht.,schlecht
Gitarre,gefürchtete Chefin,Luisa,Sophie,2,Es war schlecht.,schlecht
Gitarre,gefürchtete Chefin,Miriam,Katharina,2,Es war schlecht.,schlecht
Gitarre,gefürchtete Chefin,Miriam,Katharina,2,Es war schlecht.,schlecht
Gitarre,gefürchtete Chefin,Sophie,Luisa,2,Es war schlecht.,schlecht
Gitarre,gefürchtete Chefin,Anna,Katharina,2,Es war schlecht,schlecht
Gitarre,gefürchtete Chefin,Katharina,Sophie,2,Es war schlecht,schlecht
Gitarre,gefürchtete Chefin,Katharina,Miriam,2,Es war schlecht.,schlecht
Gitarre,gefürchtete Chefin,Miriam,Luisa,2,Es war schlecht,schlecht
Gitarre,gefürchtete Chefin,Anna,Katharina,2,Es war schlecht,schlecht
Gitarre,gefürchtete Chefin,Miriam,Katharina,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Anna,Katharina,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Miriam,Luisa,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Miriam,Luisa,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Anna,Miriam,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Miriam,Luisa,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Katharina,Anna,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Luisa,Miriam,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Miriam,Katharina,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Katharina,Anna,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Miriam,Luisa,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Katharina,Anna,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Sophie,Anna,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Anna,Sophie,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Anna,Luisa,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Katharina,Anna,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Sophie,Miriam,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Katharina,Sophie,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Miriam,Luisa,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Sophie,Luisa,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Anna,Miriam,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Sophie,Anna,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Katharina,Miriam,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Luisa,Miriam,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Sophie,Luisa,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Sophie,Miriam,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Anna,Miriam,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Anna,Luisa,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Miriam,Luisa,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Luisa,Katharina,3,Es war okay.,okay
Gitarre,gefürchtete Chefin,Anna,Miriam,4,Es war großartig.,großartig
Gitarre,gefürchtete Chefin,Miriam,Anna,4,Es war gut.,gut
Gitarre,gefürchtete Chefin,Miriam,Anna,4,Es war gut.,gut
Gitarre,gefürchtete Chefin,Luisa,Sophie,4,Es war großartig.,großartig
Gitarre,gefürchtete Chefin,Miriam,Luisa,4,Es war gut.,gut
Gitarre,gefürchtete Chefin,Miriam,Luisa,4,Es war gut.,gut
Gitarre,gefürchtete Chefin,Luisa,Miriam,4,Es war gut.,gut
Gitarre,gefürchtete Chefin,Luisa,Anna,4,Es war gut.,gut
Gitarre,gefürchtete Chefin,Miriam,Luisa,4,Es war gut.,gut
Gitarre,gefürchtete Chefin,Sophie,Miriam,4,Es war gut.,gut
Gitarre,gefürchtete Chefin,Luisa,Katharina,4,Es war großartig.,großartig
Gitarre,gefürchtete Chefin,Miriam,Luisa,4,Es war gut.,gut
Gitarre,gefürchtete Chefin,Anna,Miriam,4,Es war großartig.,großartig
Gitarre,gefürchtete Chefin,Anna,Miriam,4,Es war großartig.,großartig
Gitarre,gefürchtete Chefin,Katharina,Miriam,4,Es war gut.,gut
Gitarre,gefürchtete Chefin,Luisa,Miriam,4,Es war gut.,gut
Gitarre,gefürchtete Chefin,Anna,Katharina,4,Es war gut.,gut
Gitarre,gefürchtete Chefin,Miriam,Katharina,4,Es war gut.,gut
Gitarre,gefürchtete Chefin,Luisa,Sophie,4,Es war gut.,gut
Gitarre,gefürchtete Chefin,Katharina,Luisa,4,Es war gut.,gut
Gitarre,gefürchtete Chefin,Luisa,Miriam,4,Es war gut.,gut
Gitarre,gefürchtete Chefin,Miriam,Katharina,4,Es war gut.,gut
Gitarre,gefürchtete Chefin,Katharina,Sophie,4,Es war gut.,gut
Gitarre,gefürchtete Chefin,Anna,Katharina,4,Es war gut.,gut
Gitarre,gefürchtete Chefin,Miriam,Sophie,4,Es war gut.,gut
Gitarre,gefürchtete Chefin,Miriam,Katharina,4,Es war gut.,gut
Gitarre,gefürchtete Chefin,Miriam,Katharina,4,Es war gut.,gut
Gitarre,gefürchtete Chefin,Sophie,Miriam,4,Es war gut.,gut
Gitarre,gefürchtete Chefin,Sophie,Luisa,4,Es war gut.,gut
Gitarre,gefürchtete Chefin,Katharina,Sophie,4,Es war gut.,gut
Gitarre,gefürchtete Chefin,Katharina,Sophie,5,Es war großartig.,großartig
Gitarre,gefürchtete Chefin,Katharina,Luisa,5,Es war großartig.,großartig
Gitarre,gefürchtete Chefin,Miriam,Katharina,5,Es war großartig.,großartig
Gitarre,gefürchtete Chefin,Anna,Katharina,5,Es war großartig.,großartig
Gitarre,gefürchtete Chefin,Katharina,Miriam,5,Es war großartig.,großartig
Gitarre,gefürchtete Chefin,Miriam,Luisa,5,Es war großartig.,großartig
Gitarre,gefürchtete Chefin,Luisa,Miriam,5,Es war großartig.,großartig
Gitarre,gefürchtete Chefin,Katharina,Luisa,5,Es war großartig.,großartig
Gitarre,gefürchtete Chefin,Anna,Sophie,5,Es war großartig.,großartig
Gitarre,gefürchtete Chefin,Sophie,Luisa,5,Es war großartig.,großartig
Gitarre,gefürchtete Chefin,Luisa,Katharina,5,Es war großartig.,großartig
Gitarre,gefürchtete Chefin,Luisa,Sophie,5,Es war großartig.,großartig
Gitarre,gefürchtete Chefin,Anna,Miriam,5,Es war großartig.,großartig
Gitarre,gefürchtete Chefin,Anna,Luisa,5,Es war großartig.,großartig
Gitarre,gefürchtete Chefin,Sophie,Anna,5,Es war großartig.,großartig
Gitarre,gefürchtete Chefin,Sophie,Miriam,5,Es war großartig.,großartig
Gitarre,gefürchtete Chefin,Katharina,Miriam,5,Es war großartig.,großartig
Gitarre,gefürchtete Chefin,Miriam,Luisa,5,Es war großartig.,großartig
Gitarre,gefürchtete Chefin,Miriam,Anna,5,Es war großartig.,großartig
Gitarre,gefürchtete Chefin,Anna,Miriam,5,Es war großartig.,großartig
