situation,relationship,personA,personB,response_text,state
Lied,Lockere Chefin,Anna,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Lied,Lockere Chefin,Sophie,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Lied,Lockere Chefin,Luisa,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Lied,Lockere Chefin,Luisa,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Lied,Lockere Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Lied,Lockere Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Lied,Lockere Chefin,Luisa,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Lied,Lockere Chefin,Anna,Miriam,"Okay. Miriam sagt: ""Es war okay.""  
**Antwort:** okay.  
**Begründung:** Miriam bewert",4
Lied,Lockere Chefin,Anna,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Lied,Lockere Chefin,Sophie,Miriam,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Lied,Lockere Chefin,Katharina,Miriam,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Lied,Lockere Chefin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Lied,Lockere Chefin,Anna,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Lied,Lockere Chefin,Anna,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Lied,Lockere Chefin,Sophie,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",5
Lied,Lockere Chefin,Sophie,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Lied,Lockere Chefin,Sophie,Luisa,"Okay. Die Bewertung von Luisa ist 5 von 5 Herzen, was bedeutet, dass sie das Lied sehr mochte",5
Lied,Lockere Chefin,Katharina,Sophie,"Okay. 

Okay. 

Okay. 

Okay. 

Okay. 

Okay. 

Okay. 

Okay. 

Okay. 

Okay.",5
Lied,Lockere Chefin,Luisa,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Lied,Lockere Chefin,Luisa,Sophie,"Okay. 

**Erklärung:**  
Sophie bewertet das Lied mit 5 von 5 Herzen, was bedeutet",5
Lied,Lockere Chefin,Miriam,Luisa,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Lied,Lockere Chefin,Miriam,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",5
Lied,Lockere Chefin,Sophie,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",5
Lied,Lockere Chefin,Katharina,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Lied,Gefürchtete Chefin,Luisa,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Lied,Gefürchtete Chefin,Katharina,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Lied,Gefürchtete Chefin,Anna,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Lied,Gefürchtete Chefin,Anna,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Lied,Gefürchtete Chefin,Miriam,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Lied,Gefürchtete Chefin,Anna,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Lied,Gefürchtete Chefin,Miriam,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Lied,Gefürchtete Chefin,Anna,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Lied,Gefürchtete Chefin,Luisa,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Lied,Gefürchtete Chefin,Luisa,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Lied,Gefürchtete Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,2
Lied,Gefürchtete Chefin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Lied,Gefürchtete Chefin,Luisa,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Lied,Gefürchtete Chefin,Anna,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Lied,Gefürchtete Chefin,Miriam,Anna,"Okay. Keine Erklärung. Nur das Adjektiv.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Lied,Gefürchtete Chefin,Luisa,Katharina,"Okay. Die Bewertung von Katharina ist 2 von 5 Herzen, was als ""okay"" interpretiert werden kann. Das",2
Lied,Gefürchtete Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,2
Lied,Gefürchtete Chefin,Luisa,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Lied,Gefürchtete Chefin,Luisa,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Lied,Gefürchtete Chefin,Miriam,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Lied,Gefürchtete Chefin,Sophie,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Lied,Gefürchtete Chefin,Katharina,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Lied,Gefürchtete Chefin,Katharina,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Lied,Gefürchtete Chefin,Miriam,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Lied,Gefürchtete Chefin,Anna,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Lied,Gefürchtete Chefin,Miriam,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Lied,Gefürchtete Chefin,Sophie,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Lied,Gefürchtete Chefin,Katharina,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Lied,Gefürchtete Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Lied,Gefürchtete Chefin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Lied,Gefürchtete Chefin,Luisa,Katharina,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Lied,Gefürchtete Chefin,Luisa,Katharina,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Lied,Gefürchtete Chefin,Miriam,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Lied,Gefürchtete Chefin,Sophie,Anna,"Okay. Sophie fragt Anna nach ihrer Meinung zu dem Lied, das sie geschrieben hat. Anna bewertet es mit 4",4
Lied,Gefürchtete Chefin,Katharina,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Lied,Gefürchtete Chefin,Anna,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",4
Lied,Gefürchtete Chefin,Anna,Luisa,"Okay. Die Bewertung von Luisa ist 4 von 5 Herzen, was als positiv, aber nicht perfekt angesehen wird",4
Lied,Gefürchtete Chefin,Anna,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",4
Lied,Gefürchtete Chefin,Katharina,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Lied,Gefürchtete Chefin,Sophie,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",4
Lied,Gefürchtete Chefin,Anna,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",5
Lied,Gefürchtete Chefin,Sophie,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Lied,Gefürchtete Chefin,Luisa,Katharina,"Okay. Die Bewertung von Katharina ist 5 von 5 Herzen, was bedeutet, dass sie das Lied sehr mo",5
Lied,Gefürchtete Chefin,Miriam,Anna,"Okay. Keine Erklärung. Nur das Adjektiv.
Okay. Keine Erklärung. Nur das Adjektiv.
Okay",5
Lied,Gefürchtete Chefin,Miriam,Luisa,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Lied,Gefürchtete Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Lied,Gefürchtete Chefin,Luisa,Katharina,"Okay. Die Bewertung von Katharina ist 5 von 5 Herzen, was bedeutet, dass sie das Lied sehr mo",5
Lied,Gefürchtete Chefin,Anna,Luisa,"Okay. Die Antwort ist ""großartig"". Luisa bewertet das Lied mit 5 von 5 Herzen, was",5
Lied,Gefürchtete Chefin,Anna,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",5
Lied,Gefürchtete Chefin,Miriam,Luisa,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Film,Enge Freundin,Katharina,Miriam,"Okay. Miriam hat den Film mit 1 von 5 Herzen bewertet, was ein sehr niedriger Wert ist. Das zeigt",1
Film,Enge Freundin,Miriam,Luisa,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Film,Enge Freundin,Anna,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Film,Enge Freundin,Anna,Miriam,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Film,Enge Freundin,Miriam,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Film,Enge Freundin,Anna,Sophie,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Film,Enge Freundin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Film,Enge Freundin,Sophie,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Film,Enge Freundin,Miriam,Luisa,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Film,Enge Freundin,Anna,Sophie,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Film,Enge Freundin,Sophie,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Film,Enge Freundin,Sophie,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Film,Enge Freundin,Anna,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Film,Enge Freundin,Katharina,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,2
Film,Enge Freundin,Sophie,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Film,Enge Freundin,Luisa,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Film,Enge Freundin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Film,Enge Freundin,Katharina,Miriam,"Okay. Miriam's rating of 2 out of 5 stars indicates a negative opinion, so the adjective should be ""schlecht.""",2
Film,Enge Freundin,Sophie,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Film,Enge Freundin,Katharina,Miriam,"Okay. Miriam's rating of 2 out of 5 stars indicates a negative opinion, so the adjective should be ""schlecht.""",2
Film,Enge Freundin,Miriam,Sophie,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Film,Enge Freundin,Anna,Sophie,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Film,Enge Freundin,Miriam,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Film,Enge Freundin,Anna,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Film,Enge Freundin,Sophie,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Film,Enge Freundin,Anna,Katharina,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Film,Enge Freundin,Sophie,Luisa,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Film,Enge Freundin,Sophie,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Film,Enge Freundin,Anna,Katharina,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Film,Enge Freundin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Film,Enge Freundin,Katharina,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Film,Enge Freundin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Film,Enge Freundin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Film,Enge Freundin,Luisa,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Film,Enge Freundin,Anna,Sophie,"Okay

Sophie sagt: \""Es war "" - der Satz ist unvollständig, aber basierend auf dem Kontext",4
Film,Enge Freundin,Miriam,Luisa,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Film,Enge Freundin,Anna,Sophie,"Okay

Sophie sagt: \""Es war "" - der Satz ist unvollständig, aber basierend auf dem Kontext",4
Film,Enge Freundin,Anna,Miriam,"Okay

Miriam sagt: \""Es war "" - Der Film wurde mit 4 von 5 Herzen bewertet, was eine positive",4
Film,Enge Freundin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Film,Enge Freundin,Miriam,Sophie,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Film,Enge Freundin,Katharina,Sophie,"großartig

Okay, let me try to work through this. So the scenario is about Katharina and Sophie. Katharina",5
Film,Enge Freundin,Miriam,Anna,"Okay. Keine Erklärung. Nur das Adjektiv.
Okay. Keine Erklärung. Nur das Adjektiv.
Okay",5
Film,Enge Freundin,Luisa,Katharina,"großartig

Katharina sagt: \""Es war "" großartig

großartig

großartig",5
Film,Enge Freundin,Anna,Sophie,"großartig

Sophie sagt: \""Es war großartig\"".  
Keine Erklärung. Nur das Adjektiv",5
Film,Enge Freundin,Miriam,Anna,"Okay. Keine Erklärung. Nur das Adjektiv.
Okay. Keine Erklärung. Nur das Adjektiv.
Okay",5
Film,Enge Freundin,Miriam,Anna,"Okay. Keine Erklärung. Nur das Adjektiv.
Okay. Keine Erklärung. Nur das Adjektiv.
Okay",5
Film,Enge Freundin,Sophie,Katharina,"großartig

großartig

großartig

großartig

großartig

großartig",5
Film,Enge Freundin,Miriam,Luisa,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Film,Enge Freundin,Sophie,Anna,"Okay. Sophie fragt nach der Meinung, Anna fand den Film 5 von 5 Herzen. Anna sagt: ""Es war",5
Film,Enge Freundin,Luisa,Anna,"Okay. großartig. gut. okay. schlecht. schrecklich.
Okay. großartig. gut. okay. schlecht",5
Film,Entfernte Kollegin,Miriam,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Film,Entfernte Kollegin,Luisa,Katharina,"schrecklich

Katharina gibt eine Bewertung von 1 von 5 Herzen, was bedeutet, dass sie den Film",1
Film,Entfernte Kollegin,Anna,Miriam,"Okay

Miriam sagt: \""Es war "" - Der Film wurde mit 1 von 5 Herzen bewertet, was eine sehr",1
Film,Entfernte Kollegin,Anna,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Film,Entfernte Kollegin,Sophie,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Film,Entfernte Kollegin,Katharina,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Film,Entfernte Kollegin,Anna,Luisa,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Film,Entfernte Kollegin,Miriam,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Film,Entfernte Kollegin,Anna,Sophie,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Film,Entfernte Kollegin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Film,Entfernte Kollegin,Miriam,Anna,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Film,Entfernte Kollegin,Luisa,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Film,Entfernte Kollegin,Sophie,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Film,Entfernte Kollegin,Katharina,Miriam,"Okay. Miriam's rating of 2 out of 5 stars indicates a negative opinion, so the appropriate adjective is ""schlecht.""",2
Film,Entfernte Kollegin,Miriam,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Film,Entfernte Kollegin,Luisa,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Film,Entfernte Kollegin,Luisa,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Film,Entfernte Kollegin,Miriam,Anna,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Film,Entfernte Kollegin,Luisa,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,2
Film,Entfernte Kollegin,Miriam,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Film,Entfernte Kollegin,Luisa,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Film,Entfernte Kollegin,Miriam,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Film,Entfernte Kollegin,Anna,Katharina,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Film,Entfernte Kollegin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Film,Entfernte Kollegin,Sophie,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Film,Entfernte Kollegin,Katharina,Sophie,"Okay. Sophie's rating of 3 out of 5 hearts indicates a moderate level of satisfaction. While the film wasn't terrible, it wasn",3
Film,Entfernte Kollegin,Luisa,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Film,Entfernte Kollegin,Katharina,Sophie,"Okay. Sophie's rating of 3 out of 5 hearts indicates a moderate level of satisfaction. While the film wasn't terrible, it wasn",3
Film,Entfernte Kollegin,Luisa,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Film,Entfernte Kollegin,Katharina,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Film,Entfernte Kollegin,Miriam,Anna,"Okay.  
Miriam fragt nach der Meinung.  
Anna fand den Film 4 von 5 Herzen.  
Keine",4
Film,Entfernte Kollegin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Film,Entfernte Kollegin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Film,Entfernte Kollegin,Anna,Luisa,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Film,Entfernte Kollegin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Film,Entfernte Kollegin,Anna,Katharina,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Film,Entfernte Kollegin,Anna,Luisa,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Film,Entfernte Kollegin,Katharina,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",4
Film,Entfernte Kollegin,Luisa,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Film,Entfernte Kollegin,Katharina,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Film,Entfernte Kollegin,Sophie,Anna,"Okay. Sophie fragt nach der Meinung, Anna gibt eine Bewertung von 5 von 5 Herzen. Das ist eine sehr positive",5
Film,Entfernte Kollegin,Luisa,Katharina,"großartig
Okay, let me try to figure this out. So the scenario is about Luisa and Katharina. Luisa",5
Film,Entfernte Kollegin,Luisa,Katharina,"großartig
Okay, let me try to figure this out. So the scenario is about Luisa and Katharina. Luisa",5
